-18814.61584242911,-18796.69572091929,-18830.966061703988,-18849.696318747832,-18849.696318747832,-18836.03402333716,-18822.690504247064,-18843.453037673804,-18849.696318747832,-18849.696318747832,-18831.43319123628,-18831.370941570032,-18849.696318747832,-18820.07747882999,-18842.214513150448,-18807.36710384581,-18826.602617207893,-18823.719330362193,-18849.696318747832,-18837.798075035393
-18810.289998362747,-18797.84693592298,-18825.615486760555,-18849.696318747832,-18849.696318747832,-18837.80160885284,-18824.47204241429,-18841.821528521643,-18849.696318747832,-18849.696318747832,-18834.09131568342,-18830.86040507858,-18849.137439562808,-18818.86311727944,-18841.896170181277,-18808.78744937233,-18821.216746022572,-18823.255905080343,-18849.696318747832,-18836.961971639907
-18809.19483946343,-18800.17420952715,-18820.80939686068,-18849.696318747832,-18849.696318747832,-18838.433071924912,-18826.789524510932,-18841.973194262584,-18849.696318747832,-18849.696318747832,-18835.126596712555,-18829.387659556614,-18849.472963592958,-18820.09397687105,-18842.240207195875,-18808.986757971583,-18817.894216500725,-18821.068270161395,-18849.696318747832,-18835.244097570176
-18807.280268253442,-18801.964910016824,-18819.00965702232,-18849.696318747832,-18849.696318747832,-18837.671579185146,-18828.159981767294,-18843.029048986205,-18849.696318747832,-18849.696318747832,-18836.084180611822,-18828.67595485368,-18849.6940960798,-18822.817247469135,-18842.941211700254,-18809.453476303213,-18815.795471981677,-18819.67623278567,-18849.696318747832,-18833.909115480288
-18805.314545196485,-18804.132766720577,-18817.538169772244,-18849.696318747832,-18849.696318747832,-18835.90806014701,-18828.115448455348,-18844.13999096891,-18849.696318747832,-18849.696318747832,-18837.095213952445,-18828.634721480106,-18849.696318747832,-18825.0797441449,-18843.57633324652,-18809.700360748127,-18811.928661206948,-18818.515953997256,-18849.696318747832,-18833.28663051353
-18802.439710865878,-18806.253559781435,-18816.497542754038,-18849.696318747832,-18849.696318747832,-18834.084665498118,-18829.226573369768,-18846.483860610086,-18849.696318747832,-18849.696318747832,-18836.56087152031,-18828.150205894402,-18849.696318747832,-18826.7308411869,-18843.711132983983,-18810.355461353225,-18808.82359547629,-18819.20466674043,-18849.696318747832,-18832.358300063188
-18800.663931461928,-18808.900268037945,-18815.67845598119,-18849.696318747832,-18849.696318747832,-18832.753070273935,-18829.710531990047,-18847.903686670903,-18849.696318747832,-18849.696318747832,-18836.855082630012,-18827.020156750386,-18849.696318747832,-18828.235049142524,-18843.57164629046,-18810.92814651661,-18806.331232566023,-18819.994463720577,-18849.696318747832,-18831.645724178372
-18797.823681321133,-18810.14919202856,-18815.297843724253,-18849.696318747832,-18849.696318747832,-18832.45359032944,-18830.21745632785,-18849.05380689549,-18849.696318747832,-18849.696318747832,-18836.176759078477,-18825.983477004367,-18849.696318747832,-18828.605580699932,-18843.788171090513,-18810.53972075877,-18803.99399313369,-18820.2705710163,-18849.696318747832,-18831.200676622553
-18795.386719509428,-18811.60182108415,-18814.818486586093,-18849.696318747832,-18849.696318747832,-18832.332250679316,-18830.658912868428,-18849.652765083836,-18849.696318747832,-18849.696318747832,-18837.15415936035,-18824.66694713143,-18849.696318747832,-18828.390250763925,-18844.042912414072,-18811.24140206184,-18802.544418421814,-18819.407904096344,-18847.99388835929,-18830.485239744823
-18792.408920000624,-18812.008600275436,-18814.195953509465,-18849.696318747832,-18849.696318747832,-18832.697762940858,-18830.923408636314,-18849.696318747832,-18849.696318747832,-18849.696318747832,-18838.14346358005,-18824.246834317793,-18849.696318747832,-18827.041903759364,-18844.130974931046,-18812.052250190627,-18800.803088904555,-18819.390853074867,-18844.99650313993,-18829.535952052178
-18790.426695008475,-18812.3882271438,-18813.77941279507,-18849.696318747832,-18849.696318747832,-18832.546413292115,-18831.335606403,-18849.696318747832,-18849.696318747832,-18849.696318747832,-18839.158172775988,-18824.107344582226,-18849.696318747832,-18824.648490764524,-18844.558170490982,-18812.650873079045,-18798.972369571293,-18819.520990294528,-18842.761286490884,-18828.91856327658
-18789.76365964622,-18811.563307331984,-18813.6617091154,-18849.696318747832,-18849.696318747832,-18832.89309565335,-18832.399886195883,-18849.696318747832,-18849.696318747832,-18849.696318747832,-18839.90727980599,-18823.86482928684,-18849.696318747832,-18822.437667063274,-18844.57232667967,-18813.55145846468,-18797.09658616557,-18819.94171977717,-18840.742584318956,-18828.344295390252
-18790.17352727442,-18810.781690381038,-18813.214535677085,-18849.696318747832,-18849.696318747832,-18833.112750425887,-18833.344052759567,-18849.696318747832,-18849.696318747832,-18849.696318747832,-18839.922053143277,-18823.18973158048,-18849.696318747832,-18819.970803202534,-18844.692976660142,-18813.801773642586,-18795.89514127078,-18820.37648364634,-18839.118246580896,-18827.911172061704
-18790.195769209182,-18809.234336983835,-18813.177361713468,-18849.696318747832,-18849.696318747832,-18833.083398986513,-18833.939412414216,-18849.696318747832,-18849.696318747832,-18849.545320936646,-18840.129840200654,-18822.592531977498,-18849.696318747832,-18817.34849074524,-18844.913388177465,-18813.45315910869,-18795.021968097277,-18821.121901371444,-18838.259398351307,-18827.275011987993
