2.190046072006225586e+00 3.040075302124023438e-03 1.017951965332031250e-02 7.315158843994140625e-03 7.725000381469726562e-03 8.153676986694335938e-03 6.459236145019531250e-03 7.256746292114257812e-03 7.397651672363281250e-03 1.008272171020507812e-03 7.264375686645507812e-03 6.925344467163085938e-03 6.738662719726562500e-03 7.506132125854492188e-03 7.616519927978515625e-03 7.156133651733398438e-03 6.628513336181640625e-03 5.473613739013671875e-03 1.009225845336914062e-03 2.583503723144531250e-03
3.096665620803833008e+00 1.850461959838867188e-02 2.171564102172851562e-02 1.844859123229980469e-02 1.737833023071289062e-02 1.939868927001953125e-02 1.853895187377929688e-02 1.911640167236328125e-02 1.985287666320800781e-02 1.771473884582519531e-02 1.297664642333984375e-02 1.814842224121093750e-02 1.837062835693359375e-02 1.514315605163574219e-02 1.716423034667968750e-02 1.417112350463867188e-02 1.813483238220214844e-02 1.821041107177734375e-02 1.933217048645019531e-02 1.827216148376464844e-02
3.112318992614746094e+00 3.031229972839355469e-02 3.264331817626953125e-02 2.979016304016113281e-02 2.956485748291015625e-02 3.292512893676757812e-02 2.914285659790039062e-02 2.928376197814941406e-02 3.104877471923828125e-02 2.936744689941406250e-02 3.091883659362792969e-02 2.729749679565429688e-02 2.992343902587890625e-02 3.083229064941406250e-02 3.244543075561523438e-02 2.968072891235351562e-02 3.016996383666992188e-02 3.053903579711914062e-02 3.051495552062988281e-02 2.950692176818847656e-02
3.131659269332885742e+00 4.097127914428710938e-02 4.400730133056640625e-02 4.147291183471679688e-02 3.940010070800781250e-02 4.380846023559570312e-02 4.065561294555664062e-02 4.148864746093750000e-02 4.180526733398437500e-02 3.643703460693359375e-02 3.778529167175292969e-02 3.533172607421875000e-02 4.013895988464355469e-02 4.028511047363281250e-02 4.330754280090332031e-02 4.153776168823242188e-02 4.146170616149902344e-02 3.878211975097656250e-02 4.310846328735351562e-02 3.594374656677246094e-02
3.143588066101074219e+00 5.339336395263671875e-02 5.582618713378906250e-02 5.316400527954101562e-02 4.473161697387695312e-02 5.601024627685546875e-02 5.185079574584960938e-02 5.207228660583496094e-02 5.357265472412109375e-02 5.140781402587890625e-02 5.370306968688964844e-02 5.331087112426757812e-02 5.394983291625976562e-02 5.681562423706054688e-02 5.540490150451660156e-02 5.366039276123046875e-02 5.427622795104980469e-02 5.437731742858886719e-02 5.440950393676757812e-02 5.255508422851562500e-02
3.154512643814086914e+00 6.193757057189941406e-02 6.619119644165039062e-02 6.468939781188964844e-02 5.622696876525878906e-02 6.688737869262695312e-02 6.281757354736328125e-02 6.369829177856445312e-02 6.524705886840820312e-02 6.225681304931640625e-02 6.638574600219726562e-02 6.049442291259765625e-02 6.539058685302734375e-02 6.971168518066406250e-02 6.454730033874511719e-02 6.491708755493164062e-02 6.678080558776855469e-02 6.620502471923828125e-02 6.912064552307128906e-02 6.472325325012207031e-02
3.167634725570678711e+00 7.701802253723144531e-02 7.900238037109375000e-02 7.614159584045410156e-02 6.849050521850585938e-02 7.854247093200683594e-02 7.436084747314453125e-02 7.585334777832031250e-02 7.768607139587402344e-02 7.325482368469238281e-02 7.662248611450195312e-02 7.518887519836425781e-02 7.353520393371582031e-02 8.432149887084960938e-02 7.775330543518066406e-02 7.255506515502929688e-02 7.890844345092773438e-02 7.747983932495117188e-02 7.588887214660644531e-02 7.532691955566406250e-02
3.179961919784545898e+00 9.017133712768554688e-02 9.179043769836425781e-02 8.366441726684570312e-02 7.983326911926269531e-02 8.940315246582031250e-02 8.555126190185546875e-02 8.754110336303710938e-02 8.842706680297851562e-02 8.479285240173339844e-02 8.790922164916992188e-02 8.528923988342285156e-02 8.739161491394042969e-02 9.570741653442382812e-02 9.016084671020507812e-02 8.871436119079589844e-02 9.001016616821289062e-02 8.831667900085449219e-02 9.242677688598632812e-02 8.758449554443359375e-02
3.190348386764526367e+00 9.486651420593261719e-02 1.034493446350097656e-01 1.006417274475097656e-01 9.076261520385742188e-02 1.012136936187744141e-01 9.672641754150390625e-02 9.839415550231933594e-02 1.007323265075683594e-01 9.268665313720703125e-02 9.973263740539550781e-02 9.905672073364257812e-02 9.945201873779296875e-02 1.069622039794921875e-01 9.701085090637207031e-02 9.761905670166015625e-02 1.027805805206298828e-01 9.581112861633300781e-02 1.037864685058593750e-01 1.003029346466064453e-01
3.201331615447998047e+00 1.117203235626220703e-01 1.151835918426513672e-01 1.135776042938232422e-01 1.038908958435058594e-01 1.132600307464599609e-01 1.081640720367431641e-01 1.101610660552978516e-01 1.115863323211669922e-01 1.084558963775634766e-01 1.119694709777832031e-01 1.108176708221435547e-01 1.110651493072509766e-01 1.205625534057617188e-01 1.145374774932861328e-01 1.147902011871337891e-01 1.074919700622558594e-01 1.125690937042236328e-01 1.174728870391845703e-01 1.108918190002441406e-01
3.218150854110717773e+00 1.240727901458740234e-01 1.269507408142089844e-01 1.260149478912353516e-01 1.158282756805419922e-01 1.252622604370117188e-01 1.201057434082031250e-01 1.223447322845458984e-01 1.221935749053955078e-01 1.191384792327880859e-01 1.212186813354492188e-01 1.189882755279541016e-01 1.234176158905029297e-01 1.335213184356689453e-01 1.224758625030517578e-01 1.224031448364257812e-01 1.249270439147949219e-01 1.207051277160644531e-01 1.263167858123779297e-01 1.244895458221435547e-01
3.231433629989624023e+00 1.361889839172363281e-01 1.385459899902343750e-01 1.331896781921386719e-01 1.268274784088134766e-01 1.374647617340087891e-01 1.320805549621582031e-01 1.338427066802978516e-01 1.345162391662597656e-01 1.292328834533691406e-01 1.353638172149658203e-01 1.329455375671386719e-01 1.398816108703613281e-01 1.401276588439941406e-01 1.366488933563232422e-01 1.365015506744384766e-01 1.360542774200439453e-01 1.349551677703857422e-01 1.416032314300537109e-01 1.367735862731933594e-01
